鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_int
南區,房地(土地+建物),工學北路71巷1~30號,9.41,都市：其他:第三種住宅區。,,,1091228,土地1建物1車位0,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860918,120.25,3,2,2,有,有,5600000,46570,,0.0,0,,RPWPMLMKLHGGFAB57DA,74.92,4.36,0.0,有,,21
西區,房地(土地+建物),三民路一段50巷1~30號,1.9,都市：其他:第一種商業區,,,1100301,土地2建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,24.93,1,0,1,有,有,1160000,46530,,0.0,0,,RPVOMLPKLHGGFAB67DA,15.56,0.0,0.0,有,,19
南區,房地(土地+建物),仁義街61~90號,3.1,都市：其他:第二種住宅區,,,1100127,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,28.689999999999998,1,0,1,有,有,1750000,60997,,0.0,0,陽台外推;,RPVOMLQLKHGGFAB77DA,19.6,3.1,0.0,有,237.0,13
南區,房地(土地+建物),文心南路901巷1~30號,15.0,都市：其他:第三種住宅區。,,,1100123,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880515,122.75,3,2,2,有,有,6380000,51976,,0.0,0,陽台外推;,RPROMLNJKHGGFAB86DA,77.5,13.99,0.0,有,,14
西區,房地(土地+建物)+車位,三民路一段31~60號,8.23,都市：其他:第一種商業區,,,1100207,土地2建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,102.88999999999999,3,2,1,有,有,5480000,53261,坡道機械,1.07,0,,RPWSMLTJKHGGFAB38DA,60.4,8.59,0.0,有,,19
北區,房地(土地+建物)+車位,英才路361~390號,21.72,都市：其他:第二種住宅區,,,1100227,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961115,218.95,4,2,2,有,有,23000000,110638,坡道平面,26.43,1700000,陽台外推;,RPVNMLRLKHGGFBB87DA,113.06,4.3,19.84,有,,14
北屯區,房地(土地+建物),天津路四段301~330號,1.88,都市：其他:第一種商業區,,,1100306,土地1建物1車位0,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,28.72,1,0,1,有,有,1920000,66852,,0.0,0,,RPUNMLSJLHGGFBB77DA,16.76,0.0,2.42,有,,24
北區,房地(土地+建物)+車位,忠太東路1~30號,24.61,都市：其他:第三種住宅區。,,,1100202,土地1建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0901121,261.89,4,2,2,有,有,21950000,83814,坡道平面,52.46,0,,RPWRMLPKLHGGFBB18DA,132.41,2.57,16.16,有,250.0,14
北屯區,房地(土地+建物)+車位,山西路三段211~240號,34.35,都市：其他:第三種住宅區。,,,1100210,土地1建物1車位2,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031223,296.53999999999996,3,2,2,有,有,27800000,93748,坡道平面,52.96,0,,RPVSMLPKLHGGFBB18DA,142.69,8.25,16.38,有,,19
北屯區,房地(土地+建物),天津路四段301~330號,1.59,都市：其他:第一種商業區,,,1100223,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,24.42,1,0,1,有,有,2120000,86814,,0.0,0,,RPQPMLQKLHGGFBB47DA,14.02,0.0,2.41,有,251.0,24
北屯區,房地(土地+建物)+車位,敦化路一段511~540號,16.63,都市：其他:第三種住宅區。,,,1100201,土地2建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830511,153.88,4,2,2,有,有,9550000,62057,坡道平面,0.0,0,,RPRPMLQKLHGGFBB57DA,98.74,0.0,10.65,有,,13
北屯區,房地(土地+建物)+車位,崇德路二段31~60號,18.19,都市：其他:第二種商業區,,,1100126,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,137.63,3,2,2,有,有,8600000,62486,坡道平面,0.0,0,含仲介費;,RPVPMLQKLHGGFBB97DA,79.58,3.5,4.93,有,252.0,13
西屯區,房地(土地+建物)+車位,福順路331~360號,18.91,都市：其他:第一之一種住宅區,,,1091230,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800823,188.81,4,2,2,有,有,10400000,55082,坡道平面,0.0,1000000,其他增建;,RPXQMLKMKIPFFCB78DA,117.18,18.6,0.0,有,,14
西屯區,房地(土地+建物)+車位,至善路91~120號,13.03,都市：其他:第二種住宅區,,,1091207,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940602,152.39000000000001,3,2,2,有,有,13100000,92098,坡道平面,23.18,1200000,陽台外推;,RPSUMLRJKIPFFCB09DA,73.99,17.3,0.0,有,,14
北屯區,房地(土地+建物),柳陽西街93巷1~30號,14.64,都市：其他:第二種住宅區,,,1100207,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840814,114.83,3,2,2,有,有,7150000,62266,,0.0,0,,RPVOMLPKLHGGFBB77DA,76.11,1.5,8.75,有,,16
西屯區,房地(土地+建物)+車位,惠中路一段181~210號,13.12,都市：其他:第六種新市政中心專用區,,,1100130,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990211,243.94,4,2,2,有,有,25500000,104881,坡道平面,15.11,1500000,陽台外推;,RPWPMLTJKHGGFCB28DA,132.59,25.61,0.0,有,,29
西屯區,房地(土地+建物)+車位,朝貴一街1~30號,25.25,都市：其他:第四之一種商業區,,,1100130,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981125,264.57,4,2,2,有,有,20000000,75594,坡道平面,53.33,0,陽台外推;,RPUOMLSKKHGGFCB97DA,121.55,19.36,0.0,有,,15
西屯區,房地(土地+建物)+車位,福瑞街138巷1~30號,16.58,都市：其他:第三之一種住宅區,,,1100222,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,154.07999999999998,3,2,2,有,有,6660000,43221,坡道平面,0.0,1000000,其他增建;,RPORMLMLKHGGFCB17DA,95.81,21.32,0.0,有,,15
南屯區,房地(土地+建物)+車位,文心南三路571~600號,20.71,都市：其他:第三種商業區,,,1100207,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001207,267.58,4,2,2,有,有,25500000,95299,坡道平面,8.93,0,,RPOQMLNLKHGGFCB17DA,142.36,24.73,0.0,有,,24
西屯區,房地(土地+建物),福聯街15巷1~30號,3.84,都市：其他:第一種之一住宅區,,,1100309,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,21.61,1,1,1,有,有,1015000,46969,,0.0,0,,RPVRMLQKLHGGFCB28DA,12.58,1.35,0.0,有,258.0,13
西屯區,房地(土地+建物),福科路340巷1~30號,11.81,都市：其他:第三之一種住宅區,,,1100118,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830826,106.24000000000001,3,2,2,有,有,6900000,64947,,0.0,0,,RPUNMLRKLHGGFCB87DA,79.52,9.82,0.0,有,,15
南屯區,房地(土地+建物)+車位,永春東路1111~1140號,10.84,都市：其他:第二種住宅區,,,1100202,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840601,124.43,3,2,2,有,有,8380000,67347,坡道機械,0.0,0,,RPXOMLQKLHGGFCB18DA,78.97,10.21,0.0,有,259.0,16
西屯區,房地(土地+建物)+車位,市政路91~120號,24.13,都市：其他:第四之一種商業區,,,1100117,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970926,282.51,4,2,2,有,有,28000000,99112,坡道平面,40.54,0,,RPSNMLQKLHGGFCB57DA,147.53,15.5,0.0,有,,19
西屯區,房地(土地+建物),福聯街15巷1~30號,3.58,都市：其他:第一種之一住宅區,,,1100226,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,20.73,1,1,1,有,有,1150000,55475,,0.0,0,,RPPRMLPKLHGGFCB57DA,12.12,1.44,0.0,有,,13
南屯區,房地(土地+建物)+車位,永春東路991~1020號,8.62,都市：其他:第二種住宅區,,,1100217,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,98.74,2,2,2,有,有,7570000,76666,坡道平面,24.76,0,夾層;,RPTSMLPKLHGGFCB08DA,44.06,9.63,0.0,有,263.0,13
西屯區,房地(土地+建物)+車位,文心路三段1~30號,8.49,都市：其他:第三種商業區,,,1100206,土地1建物1車位1,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,124.35,2,1,1,有,有,10200000,82027,坡道平面,37.8,0,含土地增值稅或其他稅費;含仲介費;,RPRTMLPKLHGGFCB97DA,53.07,5.5,0.0,有,,26
西屯區,房地(土地+建物)+車位,福祥街1~30號,37.66,都市：其他:第一種住宅區,,,1100209,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850805,268.14,3,2,2,有,有,16800000,62652,坡道平面,0.0,0,,RPOOMLPKLHGGFCB17DA,152.57,18.17,0.0,有,,14
西屯區,房地(土地+建物)+車位,國安一路121~150號,9.84,都市：其他:第六種住宅區,,,1100223,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,110.76,2,1,1,有,有,8520000,76923,坡道機械,0.0,0,,RPSNMLPKLHGGFCB47DA,53.5,13.23,0.0,有,265.0,24
前金區,房地(土地+建物)+車位,市中一路31~60號,33.6,都市：其他:第五種商業區,,,1090715,土地1建物1車位1,七層，八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820416,431.37,6,3,4,有,有,15500000,35932,坡道平面,0.0,0,陽台外推;,RPRNMLOLJHGGFAE27DA,276.45,37.0,0.0,有,,22
鼓山區,房地(土地+建物)+車位,中華一路247巷15弄31~60號,25.66,都市：其他:第五種住宅區,,,1100208,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790618,170.62,4,2,2,有,有,8200000,48060,坡道平面,0.0,0,,RPSNMLMLKHGGFAE27DA,104.22,8.39,0.0,有,3.0,15
鼓山區,房地(土地+建物),美術南三路91~120號,13.3,都市：其他:特定第五種住宅區,,,1100217,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930610,87.08,2,2,1,有,有,6300000,72347,,0.0,0,,RPQNMLNJLHGGFAE07DA,55.41,4.23,0.0,有,,14
鼓山區,房地(土地+建物)+車位,龍勝路61~90號,12.22,都市：其他:第四種商業區,,,1100201,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941213,123.72,3,2,2,有,有,8350000,67491,坡道機械,6.02,0,,RPPNMLSJLHGGFAE47DA,69.54,13.12,0.0,有,5.0,15
鼓山區,房地(土地+建物)+車位,美術東七街91~120號,13.75,都市：其他:特定第四種商業區,,,1100125,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950220,146.78,3,2,2,有,有,10550000,71876,坡道平面,17.14,0,,RPXOMLSJLHGGFAE38DA,77.71,11.37,0.0,有,6.0,15
鼓山區,房地(土地+建物)+車位,美術館路151~180號,12.82,都市：其他:特定第五種住宅區,,,1100115,土地1建物1車位2,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980428,99.52,3,2,3,有,有,12000000,120579,坡道平面,56.08,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLTJLHGGFAE67DA,51.2,6.31,0.0,有,,25
前鎮區,房地(土地+建物),光華三路241~270號,8.44,都市：其他:第四種商業區,,,1100122,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950302,85.5,2,2,1,有,有,5460000,63860,,0.0,0,,RPXOMLMLJHGGFCE97DA,50.96,6.1,0.0,有,,15
前鎮區,房地(土地+建物),一心二路181~210號,2.82,都市：其他:第四種商業區,,,1100205,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831001,48.54,1,1,1,有,有,2500000,51504,,0.0,0,,RPROMLPJKHGGFCE57DA,21.43,12.25,0.0,有,,20
三民區,房地(土地+建物),鼎金後路421~450號,13.1,都市：其他:第四種住宅區,,,1100206,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030409,100.62,2,2,1,有,有,6850000,68078,,0.0,0,標的物有裝潢含裝潢費;,RPSNMLTJLHGGFDE18DA,60.75,5.98,0.0,有,15.0,15
楠梓區,房地(土地+建物)+車位,楠梓新路241~270號,12.05,都市：其他:第四種住宅區,,,1100104,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,127.81,3,2,2,有,有,4560000,35678,坡道機械,0.31,0,,RPUNMLPJJHGGFEE87DA,92.42,11.37,0.0,有,,19
左營區,房地(土地+建物),大中二路751~780號,14.52,都市：其他:第五種住宅區,,,1100120,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000628,123.97,3,2,2,有,有,6450000,52029,,0.0,0,,RPWPMLMJKHGGFEE08DA,75.54,10.37,0.0,有,,15
左營區,房地(土地+建物)+車位,博愛四路1~30號,9.5,都市：其他:第五種住宅區,,,1100204,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1031128,137.49,3,2,2,有,有,10060000,73169,坡道機械,6.98,0,,RPSQMLSJKHGGFEE38DA,67.1,18.73,0.0,有,18.0,24
楠梓區,房地(土地+建物)+車位,榮昌街1~30號,11.77,都市：其他:第五種住宅區,,,1100204,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970912,95.17,2,1,1,有,有,4700000,49385,坡道機械,16.79,0,,RPTNMLKLKHGGFEE57DA,45.68,6.41,0.0,有,19.0,15
左營區,房地(土地+建物),文自路691~720號,12.72,都市：其他:第三種住宅區。,,,1100122,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851118,118.13,3,2,2,有,有,5000000,42326,,0.0,0,,RPQQMLNJLHGGFEE77DA,65.23,14.39,0.0,有,,14
左營區,房地(土地+建物),介壽路221巷1~30號,8.35,都市：其他:第五種住宅區,,,1100129,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960402,83.49,2,1,1,有,有,4280000,51264,,0.0,0,,RPWPMLOJLHGGFEE38DA,50.81,6.8,0.0,有,22.0,15
左營區,房地(土地+建物)+車位,孟子路361~390號,14.64,都市：其他:第四種商業區,,,1100123,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011004,211.69,4,2,2,有,有,17500000,82668,坡道平面,20.65,0,,RPPOMLPJLHGGFEE67DA,111.0,16.66,0.0,有,23.0,15
左營區,房地(土地+建物),博愛二路181~210號,11.81,都市：其他:第五種住宅區,,,1100129,土地3建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0791002,171.14,4,2,2,有,有,8680000,50719,,0.0,0,,RPTOMLSJLHGGFEE38DA,124.29,11.5,0.0,有,,24
左營區,房地(土地+建物)+車位,大中二路571~600號,8.29,都市：其他:第五種住宅區,,,1100207,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850424,110.05,3,2,1,有,有,4620000,41981,坡道機械,0.0,0,,RPQOMLKKLHGGFEE37DA,68.19,9.7,0.0,有,,20
岡山區,房地(土地+建物),岡山路511~540號,4.94,都市：其他:住宅區,,,1100302,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841118,73.33,2,1,1,有,有,3000000,40911,,0.0,0,,RPSOMLKKLHGGFFE67DA,51.9,3.09,0.0,有,29.0,24
鳳山區,房地(土地+建物)+車位,新強路31~60號,19.96,都市：其他:第三之一種住宅區,,,1091214,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,150.06,3,2,2,有,有,7300000,48647,坡道平面,30.38,0,,RPQPMLOKKIPFFGE88DA,80.72,9.41,0.0,有,,13
鳳山區,房地(土地+建物)+車位,五甲一路610巷1~30號,7.45,都市：其他:第三之一種住宅區,,,1100113,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851203,117.37,3,2,2,有,有,5880000,50098,坡道機械,0.0,0,,RPVOMLKLKHGGFGE08DA,69.72,12.26,0.0,有,31.0,27
鳳山區,房地(土地+建物),南京路151~180號,14.32,都市：其他:第三之一種住宅區,,,1100122,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811110,124.27000000000001,3,2,2,有,有,4900000,39430,,0.0,0,,RPTPMLSJLHGGFGE68DA,76.38,24.1,0.0,有,,13
鳳山區,房地(土地+建物)+車位,鳳南路301~330號,8.61,都市：其他:第二之五種商業區,,,1100125,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850105,149.75,4,2,2,有,有,6350000,42404,坡道機械,0.0,0,,RPSNMLTJLHGGFGE48DA,88.85,11.56,0.0,有,,21
大寮區,房地(土地+建物)+車位,成功路91~120號,17.8,都市：其他:住宅區,,,1100119,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830610,139.61,4,1,2,有,有,4600000,32949,坡道平面,0.0,0,,RPVOMLOJLHGGFLE88DA,86.95,1.23,8.29,有,,14
大寮區,房地(土地+建物),內厝路271~300號,21.64,都市：其他:第二種住宅區,,,1100125,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830205,138.32,4,2,2,有,有,2800000,20243,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUNMLTJLHGGFLE56DA,90.31,0.0,12.21,有,42.0,15
鼓山區,房地(土地+建物),文忠路121~150號,6.83,都市：其他:第四種商業區,,,1100131,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020527,80.76,1,1,1,有,有,5750000,71199,,0.0,0,,RPROMLTJLHGGFAE97EA,41.89,7.61,0.0,有,43.0,15
鼓山區,房地(土地+建物),美術東四路211~240號,11.71,都市：其他:特定第五種住宅區,,,1100202,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951013,81.28999999999999,2,1,1,有,有,5560000,68397,,0.0,0,,RPROMLSJLHGGFAE87EA,48.64,6.82,0.0,有,44.0,15
小港區,房地(土地+建物)+車位,宏平路331~360號,13.1,都市：其他:第五種住宅區,,,1100125,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840727,147.61,3,2,2,有,有,5700000,38615,坡道平面,0.0,0,,RPSNMLTJLHGGFCE18EA,93.16,14.24,0.0,有,45.0,14
左營區,房地(土地+建物)+車位,新南街91~120號,11.9,都市：其他:第五種住宅區,,,1100130,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000927,117.43,2,1,1,有,有,6500000,55352,坡道平面,26.22,0,土地增值稅37437元由買方繳納親友、員工、共有人或其他特殊關係間之交易;,RPOOMLKKLHGGFEE27EA,50.88,7.55,0.0,有,,15
三民區,房地(土地+建物)+車位,建工路601~630號,26.8,都市：其他:第四種住宅區,,,1100125,土地2建物1車位1,三層，四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880721,207.93,6,2,3,有,有,9070000,42126,坡道平面,16.36,1000000,,RPTOMLKKLHGGFDE67EA,124.64,16.21,0.0,有,,13
三民區,房地(土地+建物)+車位,澄清路661~690號,27.2,都市：其他:第四種住宅區,,,1091220,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010208,176.66000000000003,4,2,2,有,有,12300000,69625,坡道平面,23.45,0,,RPPPMLKKLHGGFDE37EA,91.78,10.01,0.0,有,48.0,15
鼓山區,房地(土地+建物),裕國街331~360號,9.88,都市：其他:第五種住宅區,,,1100131,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,84.87,2,2,1,有,有,6380000,75174,,0.0,0,,RPQOMLTJLHGGFAE87EA,52.88,0.0,5.74,有,49.0,14
鳳山區,房地(土地+建物)+車位,五甲二路241~270號,15.06,都市：其他:第三之一種住宅區,,,1100127,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830723,133.79,3,2,2,有,有,8000000,59795,坡道機械,0.0,0,陽台外推;,RPSOMLTJLHGGFGE58DA,87.49,0.0,11.01,有,,16
橋頭區,房地(土地+建物),樹德路1~30號,12.95,都市：其他:商業區,,,1100128,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,133.05,4,2,2,有,有,4450000,33446,,0.0,0,贈送全屋燈飾,RPVOMLTJLHGGFFE78DA,93.61,8.58,0.0,有,66.0,16
岡山區,房地(土地+建物)+車位,岡山路89巷1~30號,33.4,都市：其他:住宅區,,,1100121,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,168.0,3,2,2,有,有,6400000,38095,坡道平面,0.0,0,,RPQNMLQJLHGGFFE87DA,91.85,13.32,0.0,有,,13
左營區,房地(土地+建物)+車位,博愛二路421~450號,10.35,都市：其他:第五種住宅區,,,1100125,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0881006,149.91,3,2,2,有,有,9100000,60703,坡道平面,32.21,0,,RPPPMLKKLHGGFEE37DA,82.08,10.14,0.0,有,,29
左營區,房地(土地+建物)+車位,文育路181~210號,18.62,都市：其他:第四種住宅區,,,1100224,土地2建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870209,149.15,4,2,2,有,有,7300000,48944,坡道機械,6.55,0,,RPPOMLTJLHGGFEE08DA,98.37,8.36,0.0,有,,13
左營區,房地(土地+建物),曾子路210巷1~30號,6.0,都市：其他:第五種住宅區,,,1100120,土地1建物1車位0,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,78.94,2,2,1,有,有,4130000,52318,,0.0,0,,RPPQMLTJLHGGFEE28DA,53.46,6.24,0.0,有,73.0,22
三民區,房地(土地+建物)+車位,民族一路511~540號,18.1,都市：其他:第五種住宅區,,,1100121,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880209,208.62,4,2,2,有,有,10500000,50331,坡道平面,37.79,0,,RPROMLKKLHGGFDE37DA,112.99,15.53,0.0,有,76.0,29
三民區,房地(土地+建物)+車位,建興路419巷1~30號,16.52,都市：其他:第三種商業區,,,1100119,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980710,155.45,3,2,2,有,有,9800000,63043,坡道平面,22.5,0,,RPRPMLSJLHGGFDE18DA,79.04,11.37,0.0,有,,15
三民區,房地(土地+建物)+車位,覺民路271~300號,13.49,都市：其他:第四種商業區,,,1100122,土地1建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831202,172.98,4,2,2,有,有,6550000,37866,坡道平面,0.0,0,陽台外推;,RPUQMLSKKHGGFDE58DA,103.53,15.6,0.0,有,,20
前鎮區,房地(土地+建物)+車位,中山二路181~210號,19.02,都市：其他:第五種商業區,,,1100111,土地1建物1車位1,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030715,313.98,5,2,3,有,有,24500000,78030,坡道平面,39.16,0,,RPVNMLSKKHGGFCE28DA,179.58,15.14,0.0,有,83.0,29
苓雅區,房地(土地+建物)+車位,新田路361~390號,26.63,都市：其他:第五種商業區,,,1100303,土地2建物1車位2,九層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1020916,498.96,4,2,4,有,有,47880000,95960,坡道平面,38.28,0,,RPQNMLKKLHGGFBE96DA,249.08,32.38,15.27,有,91.0,41
苓雅區,房地(土地+建物),建民路151~180號,5.47,都市：其他:第五種商業區,,,1100114,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900829,60.86,2,1,1,有,有,4100000,67368,,0.0,0,,RPUNMLRKKHGGFBE97DA,44.68,0.0,3.13,有,,14
鼓山區,房地(土地+建物)+車位,美術東二路91~120號,17.58,都市：其他:特定第五種住宅區,,,1100204,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930610,144.42000000000002,3,2,2,有,有,9780000,67719,坡道平面,16.21,0,含裝潢費;含傢俱設備費;,RPSNMLTJLHGGFAE87DA,75.21,1.67,12.66,有,96.0,14
鼓山區,房地(土地+建物)+車位,富農路121~150號,22.8,都市：其他:第四種商業區,,,1100302,土地1建物1車位2,五層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011011,400.35,0,0,0,無,有,24300000,60697,坡道平面,30.88,0,,RPQNMLKKLHGGFAE86DA,231.42,5.3,26.9,有,98.0,30
鹽埕區,房地(土地+建物),七賢三路1~30號,8.92,都市：其他:第三種商業區,,,1100121,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,81.33,2,1,1,有,有,6450000,79307,,0.0,0,,RPPNMLTJKHGGFAE47DA,50.94,1.34,5.92,有,,14
鼓山區,房地(土地+建物),美術館路181~210號,13.98,都市：其他:特定第五種住宅區,,,1100114,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,139.72,3,2,2,有,有,10500000,75150,,0.0,0,,RPUQMLOKJHGGFAE77DA,84.02,15.48,0.0,有,99.0,14
鼓山區,房地(土地+建物)+車位,大順一路841~870號,19.77,都市：其他:第四種商業區,,,1100114,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940602,183.45,4,2,2,有,有,15000000,81766,坡道平面,18.19,0,,RPVOMLOLKHGGFAE87DA,105.8,10.3,0.0,有,100.0,15
