鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_int
淡水區,房地(土地+建物)+車位,淡金路38巷1~30號,12.55,都市：其他:住宅區(三),,,1100110,土地1建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,142.49,3,2,2,有,有,10200000,71584,坡道平面,30.14,0,露台外推陽台外推;,RPSNMLKKLHGGFEF67EA,62.37,0.0,16.61,有,196.0,22
淡水區,房地(土地+建物)+車位,水源街二段177巷61~90號,21.68,都市：其他:住宅區,,,1100301,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,122.54,3,2,1,有,有,5200000,42435,坡道平面,0.0,0,,RPTRMLLKLHGGFEF28EA,66.17,1.72,6.65,有,197.0,13
淡水區,房地(土地+建物),淡金路38巷31~60號,4.68,都市：其他:住宅區(三),,,1100228,土地1建物1車位0,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,44.68,1,1,1,有,有,4400000,98478,,0.0,0,,RPRNMLMKLHGGFEF77EA,29.24,0.69,1.47,有,199.0,22
淡水區,房地(土地+建物)+車位,自強路271~300號,21.26,都市：其他:住宅區(四),,,1091212,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831001,155.14,3,2,2,有,有,12500000,80572,坡道平面,0.0,0,,RPSNMLMKLHGGFEF87EA,91.7,0.59,11.41,有,,18
淡水區,房地(土地+建物)+車位,義山路一段211~240號,21.1,都市：其他:第五種住宅區,,,1100204,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040316,147.01,2,1,1,有,有,8500000,57819,坡道平面,30.11,0,親友間特殊交易親友、員工、共有人或其他特殊關係間之交易;,RPTNMLMKLHGGFEF97EA,68.69,6.04,4.37,有,200.0,15
八里區,房地(土地+建物),龍米路一段181~210號,6.75,都市：其他:住宅區,,,1100207,土地1建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,83.71,2,1,1,有,有,6500000,77649,,0.0,0,陽台改湯屋其他增建;,RPUNMLMKLHGGFEF08EA,46.7,0.0,7.88,有,,29
淡水區,房地(土地+建物)+車位,中正東路二段61~90號,6.29,都市：其他:道路用地,,,1100207,土地5建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,113.32000000000001,2,2,1,有,有,12000000,109681,坡道機械,10.75,750000,陽台外推;,RPVNMLMKLHGGFEF18EA,67.59,0.0,5.15,有,,26
淡水區,房地(土地+建物)+車位,中山北路二段381巷91~120號,28.17,都市：其他:第五種住宅區,,,1100206,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980904,196.51,4,2,2,有,有,14500000,77810,坡道平面,25.58,1200000,其他增建;,RPWOMLLKLHGGFEF28EA,108.03,4.91,8.38,有,201.0,15
淡水區,房地(土地+建物),淡金路38巷31~60號,5.09,都市：其他:住宅區(三),,,1100221,土地1建物1車位0,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,48.2,1,1,1,有,有,4300000,89212,,0.0,0,,RPQRMLLKLHGGFEF97EA,31.31,0.69,1.85,有,202.0,22
三重區,房地(土地+建物),重新路五段511~540號,4.79,都市：其他:捷運系統用地,,,1100218,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990304,55.510000000000005,0,0,0,無,有,7980000,143758,,0.0,0,地上物所有權人為求產權之完整性而購買,RPPNMLLKLHGGFGF67EA,31.32,0.0,3.82,有,,17
三重區,房地(土地+建物)+車位,光復路一段31~60號,29.6,都市：其他:住宅區,,,1100120,土地1建物1車位1,二十七層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,312.86,5,2,4,有,有,44150000,151036,坡道平面,34.45,2100000,,RPQNMLLKLHGGFGF77EA,174.18,4.32,15.61,有,,31
中和區,房地(土地+建物)+車位,圓通路299巷1~30號,33.32,都市：其他:住宅區,,,1100131,土地2建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971007,190.58999999999997,4,2,2,有,有,19800000,111529,坡道平面,30.99,2000000,,RPTPMLLKLHGGFHF38EA,96.53,0.77,10.66,有,205.0,13
永和區,房地(土地+建物),環河西路一段61~90號,2.8,都市：其他:住宅區,,,1100124,土地4建物1車位0,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,45.96,1,1,1,有,有,7200000,156658,,0.0,0,,RPPOMLKKLHGGFHF77EA,26.52,0.0,10.04,有,207.0,27
三峽區,房地(土地+建物)+車位,學勤路181~210號,11.94,都市：其他:商業區,,,1100115,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960727,143.84,2,2,1,有,有,12600000,87597,坡道平面,42.32,0,,RPRSMLLKLHGGFIF58EA,65.87,0.0,4.54,有,212.0,19
樹林區,房地(土地+建物),鎮前街451~480號,13.23,都市：其他:第一種住宅區,,,1091206,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840812,70.39,2,2,1,有,有,6680000,94900,,0.0,0,其他增建;,RPRPMLMKLHGGFIF38EA,57.12,0.7,7.26,有,,14
中和區,房地(土地+建物),南華路1~30號,13.0,都市：其他:住宅區,,,1100223,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920128,88.17,2,2,1,有,有,14500000,164455,,0.0,0,,RPTNMLLKLHGGFHF18EA,58.31,0.0,7.62,有,215.0,14
淡水區,房地(土地+建物)+車位,北新路169巷61~90號,18.08,都市：其他:住宅區,,,1100209,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840913,122.03999999999999,3,2,2,有,有,6500000,53261,坡道機械,0.0,0,,RPTNMLPKLHGGFEF28EA,81.37,0.65,8.94,有,220.0,15
新店區,房地(土地+建物)+車位,達觀路14巷1~30號,36.5,,山坡地保育區,丙種建築用地,1100220,土地2建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,102.73,2,2,1,有,有,5500000,53538,坡道平面,0.0,600000,其他增建;,RPOPMLMKLHGGFCF47EA,51.88,1.76,3.0,有,,16
新莊區,房地(土地+建物)+車位,立信三街61~90號,10.01,都市：其他:住宅區,,,1100123,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940331,101.6,2,2,1,有,有,11400000,112205,坡道平面,0.0,1600000,陽台外推;,RPUQMLPKLHGGFBF38EA,45.9,2.92,7.15,有,,13
泰山區,房地(土地+建物)+車位,仁義路220巷1~30號,23.3,都市：其他:第二種住宅區,,,1100116,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,153.94,4,2,2,有,有,15000000,97441,坡道平面,0.0,1500000,其他增建;,RPPSMLLKLHGGFBF67EA,88.38,4.03,4.76,有,,13
板橋區,房地(土地+建物),民生路三段301~330號,3.2,都市：其他:住宅區,,,1100205,土地1建物1車位0,十八層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.78999999999999,2,1,1,有,有,14500000,152970,,0.0,0,,RPXNMLPKLHGGFAF28EA,57.73,0.0,11.59,有,,37
三峽區,房地(土地+建物),愛國路1~30號,8.78,都市：其他:商業區,,,1100208,土地3建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850311,97.81,3,2,2,有,有,7750000,79235,,0.0,0,陽台外推;,RPQOMLOJLHGGFIF18DA,79.1,2.32,8.7,有,231.0,13
中和區,房地(土地+建物),圓通路299巷1~30號,18.37,都市：其他:住宅區,,,1100223,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971007,104.34,3,2,2,有,有,12600000,120759,,0.0,0,,RPTPMLPKLHGGFHF68DA,61.35,0.77,8.41,有,,13
三重區,房地(土地+建物)+車位,集賢路1~30號,48.49,都市：其他:住宅區,,,1100205,土地1建物1車位2,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011024,324.61,3,2,3,有,有,43800000,134931,坡道平面,64.76,0,,RPRPMLLKLHGGFGF97DA,153.48,9.84,14.86,有,241.0,21
三重區,房地(土地+建物)+車位,中正南路211~240號,12.42,都市：其他:住宅區,,,1100204,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,159.76,3,2,2,有,有,19080000,119429,坡道平面,15.0,0,其他增建;,RPXPMLLKLHGGFGF58DA,71.46,11.34,6.01,有,244.0,22
蘆洲區,房地(土地+建物)+車位,三民路241~270號,14.03,都市：其他:住宅區,,,1100228,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910305,126.5,3,2,2,有,有,16600000,131225,坡道機械,20.8,0,夾層;,RPOPMLMKLHGGFGF77DA,74.7,0.0,9.58,有,,14
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1091210,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.35,3,2,2,有,有,13880000,81393,坡道平面,25.02,1400000,,RPVQMLKKLHGGFEF18DA,88.7,3.61,11.58,有,,26
淡水區,房地(土地+建物),自立路1~30號,32.91,都市：其他:商業區(一),,,1100208,土地2建物1車位0,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831116,263.07,3,2,2,有,有,20000000,76025,,0.0,0,陽台外推;其他增建;,RPPQMLTJLHGGFEF38DA,160.45,25.77,22.42,有,,16
淡水區,房地(土地+建物)+車位,新市一路三段101巷16弄31~60號,16.41,都市：其他:第五種住宅區,,,1100120,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980406,122.97,2,2,1,有,有,7400000,60177,坡道平面,31.42,0,,RPPPMLMKLHGGFEF67DA,55.7,0.36,8.34,有,245.0,15
淡水區,房地(土地+建物)+車位,新市一路一段99巷1~30號,20.14,都市：其他:第五種住宅區,,,1100131,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,143.9,2,2,1,有,有,8880000,61710,坡道平面,34.61,0,,RPQPMLPKLHGGFEF08DA,61.15,7.57,3.45,有,247.0,15
三芝區,房地(土地+建物),樂全街91~120號,16.93,,山坡地保育區,丙種建築用地,1100307,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850529,41.42,1,0,1,有,有,880000,21246,,0.0,0,,RPOQMLPKLHGGFEF97DA,31.89,0.0,3.72,有,,16
淡水區,房地(土地+建物)+車位,沙崙路一段126巷91~120號,17.06,都市：其他:第五之一種住宅區,,,1100129,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,132.35,2,2,2,有,有,9100000,72772,坡道平面,26.54,1400000,,RPOTMLLKLHGGFEF87DA,62.75,5.3,4.43,有,,20
淡水區,房地(土地+建物)+車位,沙崙路一段31~60號,21.65,都市：其他:第三種住宅區。,,,1100106,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,140.18,3,1,2,有,有,9380000,73401,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件;,RPUPMLQLKHGGFEF58DA,65.9,4.83,5.36,有,,23
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,16.46,都市：其他:第三種住宅區。,,,1100126,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,115.92,2,1,1,有,有,7860000,77604,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPSQMLNLKHGGFEF18DA,49.91,4.83,5.36,有,,23
汐止區,房地(土地+建物),翠峰街1~30號,9.05,,鄉村區,乙種建築用地,1100129,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711013,39.29,1,1,1,有,有,2480000,63120,,0.0,0,,RPPNMLMKLHGGFDF37DA,29.7,0.0,3.73,有,,14
汐止區,房地(土地+建物),龍安路28巷1~30號,3.04,都市：其他:商業區,,,1100304,土地1建物1車位0,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,36.790000000000006,1,0,1,有,有,5300000,144061,,0.0,0,,RPVNMLMKLHGGFDF97DA,31.13,0.0,3.14,有,,26
汐止區,房地(土地+建物),樟樹二路91~120號,8.13,都市：其他:第二種住宅區,,,1100210,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840216,59.68000000000001,1,1,1,有,有,6300000,105563,,0.0,0,,RPXQMLSJLHGGFDF98DA,38.6,1.43,4.49,有,,16
新店區,房地(土地+建物)+車位,溪園路301~330號,12.36,都市：其他:第四種住宅區,,,1100130,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,138.82,3,2,2,有,有,19500000,140470,坡道平面,29.87,0,,RPVNMLPKLHGGFCF18DA,63.72,0.0,25.32,有,,14
新莊區,房地(土地+建物),中和街155巷31~60號,4.55,都市：其他:住宅區,,,1100220,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820528,33.85,1,0,1,有,有,3800000,112260,,0.0,0,,RPXONLMKLHGGFBF18DA,20.63,0.0,2.54,有,,18
林口區,房地(土地+建物)+車位,民族路1~30號,26.39,都市：其他:第五種住宅區,,,1100129,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970923,187.39,3,2,2,有,有,16350000,87251,坡道平面,29.02,0,,RPOSMLKKLHGGFBF37DA,97.65,2.24,11.03,有,272.0,13
板橋區,房地(土地+建物),四川路二段211~240號,3.32,都市：其他:住宅區,,,1100130,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,31.209999999999997,1,0,1,有,有,3500000,112144,,0.0,0,,RPPSMLLKLHGGFAF47DA,28.22,0.0,0.58,有,285.0,15
板橋區,房地(土地+建物),民生路三段301~330號,1.67,都市：其他:住宅區,,,1100110,土地1建物1車位0,三十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,51.06,1,1,1,有,有,7700000,150833,,0.0,0,陽台外推;夾層;,RPSOMLMKLHGGFAF47DA,32.93,0.0,2.77,有,287.0,37
板橋區,房地(土地+建物)+車位,新府路61~90號,9.14,都市：其他:第二種特定專用區,,,1100131,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,140.53,2,1,1,有,有,23200000,193590,坡道平面,31.02,2000000,其他增建;,RPWPMLPLKHGGFAF28DA,63.53,2.23,4.32,有,293.0,24
板橋區,房地(土地+建物)+車位,國慶路158巷1~30號,17.38,都市：其他:住宅區,,,1100124,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960723,151.04000000000002,3,2,2,有,有,17120000,128610,坡道平面,31.92,1800000,,RPWNMLPJKHGGFAF87DA,80.46,1.5,4.04,有,,15
板橋區,房地(土地+建物),南雅南路二段144巷61~90號,15.15,都市：其他:住宅區,,,1090926,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771229,88.78,2,2,1,有,有,12200000,137418,,0.0,0,陽台外推;其他增建;,RPWNMLTLJHGGFAF38DA,61.03,0.0,11.21,有,,13
板橋區,房地(土地+建物),南雅東路1~30號,7.77,都市：其他:住宅區,,,1100129,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960814,82.97999999999999,3,1,1,有,有,11200000,134972,,0.0,0,,RPSNMLNLKHGGFAF47DA,55.39,1.38,3.03,有,,15
板橋區,房地(土地+建物)+車位,中山路一段181~210號,21.52,都市：其他:第二種特定專用區,,,1100208,土地1建物1車位2,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011026,351.09000000000003,4,2,3,有,有,53280000,173028,坡道平面,72.06,5000000,,RPRRMLTKKHGGFAF28DA,169.3,6.52,19.61,有,296.0,29
板橋區,房地(土地+建物),文化路一段331~360號,2.18,都市：其他:住宅區,,,1100117,土地1建物1車位0,十四層,四十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,42.49,1,1,1,有,有,9300000,218875,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWPMLPKLHGGFAF28DA,22.93,0.0,5.03,有,298.0,40
土城區,房地(土地+建物),中央路二段149巷10弄1~30號,7.9,都市：其他:第二種住宅區,,,1100115,土地4建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,65.23,2,2,1,有,有,7800000,119577,,0.0,0,陽台外推;,RPTQMLQKLHGGFAF18DA,49.25,0.0,6.51,有,301.0,16
土城區,房地(土地+建物),中央路三段181~210號,5.83,都市：其他:商業區,,,1100201,土地1建物1車位0,九層，十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831231,68.65,1,1,1,有,有,5360000,78077,,0.0,0,,RPVSMLKKLHGGFAF97DA,51.82,0.0,0.0,有,302.0,16
板橋區,房地(土地+建物)+車位,篤行路一段31~60號,18.81,都市：其他:第一種住宅區,,,1100119,土地1建物2車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840125,174.01,4,2,2,有,有,15080000,86662,坡道平面,0.0,0,,RPRQMLPKLHGGFAF87DA,117.95,2.9,13.86,有,,13
板橋區,房地(土地+建物)+車位,文化路一段361~390號,7.04,都市：其他:住宅區,,,1100123,土地1建物1車位1,八層,四十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,156.96,3,2,2,有,有,30300000,193043,坡道平面,33.7,0,陽台外推;,RPXOMLMKLHGGFAF97DA,72.4,0.0,14.19,有,,43
林口區,房地(土地+建物)+車位,仁愛路二段481~510號,12.95,都市：其他:中心商業區,,,1100125,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,140.67000000000002,2,2,1,有,有,11000000,78197,坡道平面,41.78,0,,RPVRMLKKLHGGFBF97DA,59.98,0.0,7.25,有,,19
新莊區,房地(土地+建物),中誠街1~30號,13.75,都市：其他:商業區,,,1100219,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,137.04,3,2,2,有,有,14700000,107268,,0.0,0,陽台外推;,RPUTMLQKLHGGFBF68DA,85.71,4.32,11.22,有,,13
新莊區,房地(土地+建物),昌隆街61~90號,10.86,都市：其他:市場用地,,,1100220,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910819,100.28999999999999,1,1,1,有,有,12700000,126633,,0.0,0,,RPVOMLPKLHGGFBF18DA,65.35,0.0,8.29,有,,13
新店區,房地(土地+建物)+車位,達觀路8巷1~30號,53.42,,山坡地保育區,丙種建築用地,1100205,土地5建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,151.81,3,2,2,有,有,9000000,59285,坡道平面,0.0,0,車位面積無法概算其他增建;,RPVOMLQLKHGGFCF38DA,79.23,0.0,12.66,有,320.0,18
汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,18.92,,山坡地保育區,丙種建築用地,1100121,土地4建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,83.03,1,1,1,有,有,6250000,75265,坡道機械,0.0,0,,RPVOMLPLKHGGFDF38DA,39.14,0.0,4.45,有,,25
新店區,房地(土地+建物)+車位,文化路1~30號,19.89,都市：其他:第四種住宅區,,,1100118,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980505,215.07,4,2,2,有,有,35600000,165528,坡道平面,43.62,0,,RPPOMLQKLHGGFCF77DA,110.21,5.01,12.24,有,,15
汐止區,房地(土地+建物)+車位,福德二路61~90號,12.54,都市：其他:第二種住宅區,,,1100217,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,137.55,2,2,2,有,有,14580000,105998,升降平面,24.87,0,陽台外推;,RPXPMLLKLHGGFDF28DA,65.66,4.03,8.2,有,,15
淡水區,房地(土地+建物)+車位,新市三路一段301~330號,14.28,都市：其他:第六種住宅區,,,1091224,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,126.06,2,1,1,有,有,6680000,52991,坡道平面,36.84,0,,RPQNMLKMJHGGFEF37DA,55.26,0.0,4.91,有,326.0,15
淡水區,房地(土地+建物)+車位,濱海路二段202巷1~30號,25.07,都市：其他:第五種住宅區,,,1091211,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,177.59,3,2,2,有,有,10510000,65066,坡道平面,31.43,1000000,,RPSQMLMKLHGGFEF08DA,84.04,4.04,10.1,有,,14
淡水區,房地(土地+建物)+車位,濱海路二段202巷1~30號,25.07,都市：其他:第五種住宅區,,,1100127,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,177.59,3,2,2,有,有,11530000,71360,坡道平面,31.43,1100000,,RPTQMLMKLHGGFEF18DA,84.04,4.04,10.1,有,,14
淡水區,房地(土地+建物)+車位,濱海路二段202巷1~30號,26.13,都市：其他:第五種住宅區,,,1100130,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,186.85000000000002,3,2,2,有,有,12170000,72641,坡道平面,33.08,1000000,,RPUQMLMKLHGGFEF28DA,88.21,3.95,11.24,有,,14
淡水區,房地(土地+建物)+車位,中山北路三段31巷91~120號,21.74,都市：其他:第五之一種住宅區,,,1100131,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,138.72,4,2,2,有,有,10300000,76479,坡道平面,21.04,1300000,,RPRPMLPKLHGGFEF18DA,70.16,7.24,4.92,有,,13
三重區,房地(土地+建物)+車位,集仁街31~60號,19.01,都市：其他:住宅區,,,1091231,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000503,139.82,2,2,1,有,有,15500000,110857,坡道平面,39.92,0,陽台外推;,RPUOMLLMKIPFFGF56DA,58.97,4.72,5.06,有,327.0,13
三重區,房地(土地+建物)+車位,新北大道一段151~180號,7.11,都市：其他:道路用地,,,1100121,土地4建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,107.94,2,2,1,有,有,9300000,86159,坡道平面,0.0,0,,RPPPMLMLKHGGFGF87DA,44.68,0.79,7.88,有,,18
中和區,房地(土地+建物)+車位,成功路101巷1~30號,17.65,都市：其他:住宅區,,,1100130,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961018,148.5,2,2,1,有,有,19060000,128350,升降機械,29.9,0,其他增建;,RPQRMLRKKHGGFHF68DA,73.11,6.96,9.09,有,,13
中和區,房地(土地+建物),中正路811~840號,4.0,都市：其他:道路用地,,,1100201,土地2建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,46.82,1,1,1,有,有,5750000,122811,,0.0,0,其他增建;,RPSQMLOLKHGGFHF58DA,32.88,0.0,4.36,有,,22
中和區,房地(土地+建物),連勝街61~90號,13.84,都市：其他:住宅區,,,1100123,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950502,88.71,3,2,1,有,有,14050000,158381,,0.0,0,其他增建;,RPXPMLPJKHGGFHF88DA,56.84,0.57,9.3,有,330.0,14
三重區,房地(土地+建物)+車位,新北大道一段151~180號,10.58,都市：其他:道路用地,,,1100218,土地3建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,165.86,3,2,2,有,有,13500000,81394,坡道平面,0.0,0,,RPPNMLOKLHGGFGF87DA,72.63,0.79,10.95,有,,18
中和區,房地(土地+建物)+車位,中正路661~690號,11.33,都市：其他:住宅區,,,1100124,土地1建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871027,171.85999999999999,4,2,2,有,有,15900000,92517,坡道平面,26.58,0,陽台外推;其他增建;,RPUPMLNLKHGGFHF58DA,92.49,0.95,15.69,有,,22
中和區,房地(土地+建物),秀朗路三段175巷1~30號,6.84,都市：其他:機關用地,,,1100219,土地7建物1車位0,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850108,64.52,2,1,1,有,有,9000000,139492,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPVMLMKLHGGFHF58DA,50.97,0.0,7.21,有,338.0,23
中和區,房地(土地+建物),景平路151~180號,2.27,都市：其他:道路用地,,,1100131,土地3建物1車位0,十二層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,40.28,1,1,1,有,有,5120000,127110,,0.0,0,陽台外推;,RPTPMLQLKHGGFHF78DA,28.5,0.0,2.78,有,,41
三峽區,房地(土地+建物),復興路451~480號,3.71,都市：其他:住宅區,,,1100113,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,33.55,1,0,1,有,有,3550000,105812,,0.0,0,,RPUSMLLKLHGGFIF78DA,27.83,0.0,0.0,有,340.0,16
土城區,房地(土地+建物),中央路四段68巷1~30號,11.2,都市：其他:住宅區,,,1100127,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820916,129.01999999999998,3,2,2,有,有,11600000,89909,,0.0,0,陽台外推;,RPRNMLMKLHGGFAF37EA,78.19,0.68,7.65,有,349.0,13
板橋區,房地(土地+建物)+車位,漢生東路301~330號,28.84,都市：其他:住宅區,,,1100111,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961207,212.34,4,2,2,有,有,27880000,136089,坡道平面,23.64,2200000,陽台外推;,RPQTMLPKLHGGFAF18EA,116.25,8.22,12.09,有,,15
板橋區,房地(土地+建物)+車位,長安街261巷1~30號,27.91,都市：其他:住宅區,,,1100130,土地1建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830606,180.7,4,2,2,有,有,22380000,143998,坡道平面,39.17,2000000,其他增建;,RPTTMLPKLHGGFAF48EA,151.59,14.82,0.0,有,351.0,16
