鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
萬華區,土地,華江段三小段811~840地號,12.43,都市：其他:道路用地(公共設施用地)。62/8/29,,,1100217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,16090,,0.0,0,,RPSOMLKKLHGGFBA96EA,0.0,0.0,0.0,無,047
萬華區,房地(土地+建物),西藏路251巷1~30號,25.25,都市：其他:第三種住宅區。,,,1100217,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631004,78.49,3,1,1,有,無,12000000,152886,,0.0,0,,RPWNMLKKLHGGFBA27EA,78.49,0.0,0.0,無,
中正區,房地(土地+建物),莒光路91~120號,10.84,都市：其他:第三種住宅區。,,,1100209,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,53.14,2,1,1,有,無,9500000,178773,,0.0,0,,RPOOMLKKLHGGFAA09EA,43.02,0.0,10.12,無,048
大安區,房地(土地+建物),和平東路一段181~210號,7.36,都市：其他:第三種住宅區。,,,1100116,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071224,76.65,1,1,1,有,有,27400000,357469,,0.0,0,,RPVNMLSJLHGGFFA18DA,42.45,0.0,4.12,有,
大安區,房地(土地+建物),忠孝東路四段170巷6弄1~30號,21.75,都市：其他:第四種住宅區。,,,1100123,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.44000000000001,3,2,2,有,有,34000000,275437,,0.0,0,,RPXOMLTJLHGGFFA58DA,99.45,0.0,20.2,有,049
北投區,房地(土地+建物),中和街502巷5弄1~30號,99.0,都市：其他:第二種住宅區。,,,1100205,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0630206,101.8,3,2,2,有,無,21280000,209037,,0.0,0,頂樓加蓋;其他增建;,RPWNMLKKLHGGFEA47DA,101.8,0.0,0.0,無,
士林區,房地(土地+建物),福港街259巷9弄1~30號,24.87,都市：其他:道路用地(公共設施用地)。68/12/28,,,1100203,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680904,83.26,3,2,1,有,無,11350000,136320,,0.0,0,陽台外推;其他增建;,RPOOMLKKLHGGFEA76DA,72.17,0.0,11.09,無,
北投區,房地(土地+建物),自強街5巷31~60號,24.95,都市：其他:第三種住宅區。,,,1100207,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700725,90.17,3,2,2,有,無,13900000,154153,,0.0,0,陽台外推;,RPTPMLKKLHGGFEA37DA,75.06,0.0,9.25,無,
北投區,房地(土地+建物),崗山路5巷1~30號,36.28,都市：其他:第三種住宅區。,,,1091230,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750721,106.14,3,2,2,有,無,9280000,87432,,0.0,0,陽台外推;頂樓加蓋;其他增建;,RPPNMLKKLHGGFEA76DA,83.51,5.83,12.92,無,
北投區,房地(土地+建物),同德街44巷1~30號,29.96,都市：其他:第三種住宅區。,,,1100109,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,106.24000000000001,3,2,2,有,有,12880000,121235,,0.0,0,陽台外推;其他增建;,RPQPMLPJLHGGFEA47DA,85.4,0.0,8.14,無,
北投區,房地(土地+建物),中央北路一段181~210號,23.18,都市：其他:第三種商業區。,,,1091116,土地2建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),見使用執照,鋼骨鋼筋混凝土造,0920506,177.57,3,2,2,有,有,31680000,178409,,0.0,0,其他增建;,RPUPMLPJLHGGFEA87DA,117.7,0.0,11.59,有,
士林區,土地,百齡段四小段1~30地號,0.01,都市：其他:道路用地(公共設施用地)。56/9/12,,,1100303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,346,0,,0.0,0,包含公共設施保留地用地;,RPXNMLMJLHGGFEA67DA,0.0,0.0,0.0,無,
南港區,房地(土地+建物),重陽路301~330號,9.0,都市：其他:第三種商業區。,,,1100124,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091119,86.7,2,2,1,有,無,21500000,247982,,0.0,0,,RPQOMLNJLHGGFDA07DA,51.2,2.73,4.39,有,
松山區,房地(土地+建物),延壽街356巷4弄1~30號,30.2,都市：其他:第三種住宅區。,,,1100222,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670824,111.07,3,2,2,有,無,24560000,221122,,0.0,0,其他增建;,RPRNMLKKLHGGFDA86DA,98.9,0.0,12.17,無,
南港區,房地(土地+建物),昆陽街151~180號,25.0,都市：其他:第三種住宅區。,,,1100116,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.93,3,1,1,有,無,12900000,165533,,0.0,0,其他增建;,RPQOMLKKLHGGFDA86DA,77.93,0.0,0.0,無,
松山區,房地(土地+建物),長安東路二段211~240號,6.11,都市：其他:道路用地(公共設施用地)。48/3/13,,,1100219,土地3建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670817,68.67,2,2,1,有,有,14200000,206786,,0.0,0,,RPWQMLKKLHGGFDA67DA,52.25,0.0,3.95,有,
南港區,房地(土地+建物),重陽路166巷10弄1~30號,44.25,都市：其他:第三種住宅區。,,,1091125,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591015,70.54,3,2,1,有,無,13550000,192090,,0.0,0,含土地增值稅或其他稅費;含仲介費;陽台外推;,RPQRMLKKLHGGFDA17DA,67.74,0.0,2.8,無,050
信義區,房地(土地+建物),信義路五段150巷411弄1~30號,17.12,都市：其他:第三種住宅區。,,,1100113,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0600415,49.95,3,2,2,有,無,4400000,88088,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQPMLTJLHGGFDA77DA,49.94,0.0,0.0,無,
信義區,房地(土地+建物),永吉路120巷50弄1~30號,6.84,都市：其他:第三種住宅區。,,,1100225,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680222,24.33,3,2,1,有,無,3860000,158652,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPUNMLTJLHGGFDA97DA,21.04,0.0,3.29,無,
信義區,土地,虎林段一小段451~480地號,8.38,都市：其他:道路用地(公共設施用地)。51/2/2,,,1100226,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250000,29833,,0.0,0,,RPXOMLQLKHGGFDA18DA,0.0,0.0,0.0,無,
松山區,房地(土地+建物),撫遠街255巷1~30號,36.81,都市：其他:住宅用地(民生社區特定專用區)。,,,1100122,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640114,104.04,3,2,1,有,無,16200000,155709,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOPMLQLKHGGFDA37DA,104.04,0.0,0.0,無,
信義區,房地(土地+建物)+車位,松勇路53巷31~60號,127.37,都市：其他:住宅區(信義計畫特定專用區)。,,,1100203,土地1建物1車位2,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951123,512.38,0,0,0,無,有,188800000,368477,坡道平面,101.92,0,,RPXOMLRKKHGGFDA18DA,248.47,0.0,21.93,有,
南港區,房地(土地+建物)+車位,昆陽街151~180號,20.69,都市：其他:第三種住宅區。,,,1080115,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅，第二組：多戶住宅,鋼筋混凝土造,1091026,136.79000000000002,3,2,1,有,有,28100000,244492,坡道平面,33.31,2800000,,RPVNMLTKKHGGFDA08DA,58.99,3.82,6.56,有,
南港區,房地(土地+建物)+車位,昆陽街151~180號,18.52,都市：其他:第三種住宅區。,,,1071105,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅，第二組：多戶住宅,鋼筋混凝土造,1091026,125.49000000000001,3,2,1,有,有,22970000,217726,坡道平面,33.31,2900000,,RPROMLTLJHGGFDA77DA,52.94,4.05,4.82,有,
南港區,房地(土地+建物)+車位,昆陽街151~180號,18.52,都市：其他:第三種住宅區。,,,1071214,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅，第二組：多戶住宅,鋼筋混凝土造,1091026,125.62,3,2,1,有,有,22880000,218611,坡道平面,33.31,2700000,,RPTOMLTLJHGGFDA97DA,52.94,4.14,4.82,有,
內湖區,房地(土地+建物)+車位,行善路417巷1~30號,25.23,都市：其他:工商混合區,,,1091113,土地2建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),一般事務所，供商談、接洽、處理一般事務之場所，一般事務所細目應不包含補習班（營業樓地板面積不超過２００平方公尺）．計程車．小客車租賃業．,鋼筋混凝土造,1001012,194.83,2,1,1,有,有,29000000,148848,坡道平面,32.14,0,其他增建;,RPRQMLTJLHGGFCA87DA,76.98,10.57,6.85,有,051
中山區,房地(土地+建物),新生北路三段1~30號,2.79,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,,,1100208,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,28.46,1,0,1,有,有,5150000,180956,,0.0,0,,RPRNMLTJLHGGFCA57DA,19.46,0.0,0.98,有,
內湖區,房地(土地+建物),內湖路一段61巷6弄1~30號,28.65,都市：其他:第貳種工業區,,,1091215,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0730211,97.91,0,0,0,無,無,11256000,114963,,0.0,0,,RPTNMLTJLHGGFCA77DA,89.32,0.0,8.59,無,
內湖區,房地(土地+建物),內湖路一段61巷6弄1~30號,265.99,都市：其他:第貳種工業區,,,1091215,土地5建物8車位0,一層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0730211,987.92,0,0,0,無,無,113744000,115135,,0.0,0,,RPUNMLTJLHGGFCA87DA,883.0,26.23,78.69,無,
內湖區,房地(土地+建物),陽光街161巷1弄1~30號,24.32,都市：其他:第三種住宅區。,,,1100224,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720129,81.85,3,2,2,有,有,11000000,134392,,0.0,0,其他增建;,RPWNMLTJLHGGFCA08DA,73.28,0.0,8.57,無,
內湖區,車位,內湖路一段411巷61~90號,0.46,都市：其他:第三種住宅區。,,,1091109,土地2建物1車位1,,,其他,,,,25.25,0,0,0,有,有,2500000,,坡道平面,25.25,2500000,僅車位交易;,RPOOMLTJLHGGFCA37DA,0.0,0.0,0.0,有,
中山區,房地(土地+建物),大直街33巷1~30號,6.14,都市：其他:第三種住宅區。,,,1091224,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0721205,28.72,3,1,2,有,無,3000000,104457,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;預售屋、或土地及建物分次登記案件;,RPROMLTJLHGGFCA67DA,18.85,2.74,0.0,無,052
中山區,房地(土地+建物),大直街33巷1~30號,3.07,都市：其他:第三種住宅區。,,,1100107,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0721205,14.35,3,1,2,有,無,3000000,208914,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;預售屋、或土地及建物分次登記案件;,RPTOMLTJLHGGFCA87DA,9.43,1.37,0.0,無,052
中山區,房地(土地+建物),合江街144巷1~30號,35.0,都市：其他:第三種住宅區。,,,1091212,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590303,98.61,3,2,2,有,無,19000000,192678,,0.0,0,陽台外推;,RPUOMLTJLHGGFCA97DA,86.15,0.0,12.46,無,
中山區,房地(土地+建物),八德路二段241~270號,4.86,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第壹種商業區應依建築線或俟地籍測量分割後，再確定)。,,,1100131,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670705,41.33,1,1,1,有,有,8400000,203242,,0.0,0,其他增建;,RPVOMLTJLHGGFCA08DA,34.19,0.0,0.0,有,
中山區,房地(土地+建物)+車位,伊通街1~30號,47.93,都市：其他:第三種住宅區。,,,1100220,土地1建物2車位2,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030617,313.77,3,2,2,有,有,60000000,235942,升降平面,84.9,6000000,,RPTQMLSJLHGGFCA97DA,126.58,19.94,10.84,有,
內湖區,房地(土地+建物),內湖路一段217巷31~60號,38.63,都市：其他:第三種住宅區。,,,1100128,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721117,117.91,3,2,1,有,有,21450000,181918,,0.0,0,陽台外推;,RPSNMLRJLHGGFCA47DA,78.08,0.0,9.13,有,
內湖區,車位,內湖路一段1~30號,0.27,都市：其他:第三之一種住宅區,,,1090818,土地2建物1車位1,,,其他,,,,33.74,0,0,0,有,有,3300000,,坡道平面,33.74,3300000,僅車位交易;,RPVNMLPJLHGGFCA57DA,0.0,0.0,0.0,有,054
中山區,房地(土地+建物),錦州街421~450號,28.31,都市：其他:第三種住宅區。,,,1100122,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690405,159.78,4,2,2,有,無,12337950,77218,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWNMLPJLHGGFCA67DA,130.14,0.0,23.84,有,
中山區,房地(土地+建物),長春路241~270號,4.39,都市：其他:第二種商業區。,,,1100222,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,42.32,1,1,1,有,有,10900000,257561,,0.0,0,陽台外推;夾層;其他增建;,RPORMLPJLHGGFCA27DA,25.44,0.89,2.06,有,055
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.76,,,,1090506,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,178.32,4,2,2,有,有,26800000,150292,坡道平面,28.88,0,,RPPNMLKKLHGGFCA56DA,99.12,0.63,9.27,有,
中山區,房地(土地+建物),新生北路三段3巷1~30號,32.75,都市：其他:第三種住宅區。,,,1100117,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0591215,94.09,5,1,3,有,無,16500000,175364,,0.0,0,陽台外推;頂樓加蓋;,RPSPMLKKLHGGFCA07DA,81.35,0.0,12.74,無,
內湖區,房地(土地+建物),康樂街136巷30弄1~30號,18.39,都市：其他:第三種住宅區。,,,1090630,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,99.12,3,2,1,有,有,16800000,169492,,0.0,0,,RPORMLTJLHGGFCA67DA,65.06,0.0,7.25,有,
內湖區,房地(土地+建物),金龍路47巷1~30號,30.87,都市：其他:第三種住宅區。,,,1100202,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730330,95.98,0,1,1,有,有,15600000,162534,,0.0,0,陽台外推;,RPSRMLKKLHGGFCA27DA,86.36,9.62,0.0,無,
內湖區,房地(土地+建物),康樂街136巷30弄1~30號,23.67,都市：其他:第三種住宅區。,,,1091226,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,127.33,3,2,2,有,有,21000000,164926,,0.0,0,,RPSNMLLKLHGGFCA96DA,83.12,0.81,8.95,有,
中山區,房地(土地+建物),中山北路一段91~120號,14.6,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100206,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060330,229.35,3,2,2,有,有,80700000,351849,,0.0,0,,RPUNMLLKLHGGFCA17DA,139.28,6.04,15.26,有,056
中山區,房地(土地+建物),林森北路511~540號,4.14,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100130,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940826,45.010000000000005,1,1,1,有,有,12000000,266607,,0.0,0,陽台外推;夾層;,RPQPMLKLKHGGFCA86DA,24.65,0.31,3.13,有,
中山區,房地(土地+建物),南京東路三段216巷1~30號,20.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100119,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570809,50.95,2,0,2,有,無,12000000,235525,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSOMLLJLHGGFCA96DA,50.95,0.0,0.0,無,057
中山區,房地(土地+建物),撫順街31~60號,44.37,都市：其他:第三種商業區。,,,1100203,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0791127,341.84000000000003,2,0,0,有,有,51580000,150889,,0.0,0,陽台外推;,RPUNMLMJLHGGFCA17DA,255.93,4.59,23.54,有,
內湖區,土地,潭美段五小段1~30地號,852.21,都市：其他:工商混合區,,,1100112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,348022280,408376,,0.0,0,,RPRPMLTJKHGGFCA67DA,0.0,0.0,0.0,無,058
內湖區,房地(土地+建物),內湖路一段91巷35弄1~30號,35.92,都市：其他:第三種住宅區。,,,1100118,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720616,133.45,4,2,2,有,無,20000000,149869,,0.0,0,頂樓加蓋;,RPTPMLTJKHGGFCA87DA,107.98,0.0,15.46,無,059
中山區,房地(土地+建物),錦州街361~390號,20.54,都市：其他:第三種住宅區。,,,1091115,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680827,110.73,3,1,2,有,無,21800000,196875,,0.0,0,陽台外推;其他增建;,RPOOMLKLJHGGFCA09DA,93.07,0.0,4.99,有,
中山區,房地(土地+建物),長安東路一段53巷1~30號,7.14,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,,,1091218,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761223,40.06,1,1,1,有,無,6800000,169745,,0.0,0,其他增建;,RPTOMLRJJHGGFCA47DA,25.32,1.41,0.0,有,060
內湖區,房地(土地+建物)+車位,新富街91~120號,27.57,都市：其他:住宅區,,,1091212,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020313,172.79000000000002,2,2,2,有,有,37000000,239859,坡道平面,31.04,3000000,,RPXOMLMKKIPFFCA48DA,81.81,6.3,8.14,有,061
內湖區,房地(土地+建物),康樂街136巷30弄1~30號,25.29,,,,1080831,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,136.28,3,2,2,有,有,22150000,162533,,0.0,0,,RPSPMLLMKIPFFCA18DA,90.58,0.63,8.15,有,
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,23.67,,,,1080907,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,143.82999999999998,3,2,2,有,有,23210000,171287,坡道機械,16.5,1400000,,RPXOMLQJJHGGFCA77DA,83.12,0.81,8.95,有,
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,23.67,,,,1080712,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,143.82999999999998,3,2,2,有,有,20600000,149219,坡道機械,16.5,1600000,,RPPPMLQJJHGGFCA07DA,83.12,0.81,8.95,有,
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,23.67,,,,1080708,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),（Ｈ２）集合住宅,鋼筋混凝土造,1090424,143.82999999999998,3,2,2,有,有,22970000,169402,坡道機械,16.5,1400000,109.4.24取得使用執照。109.9.28讓渡轉讓。,RPTRMLQJJHGGFCA67DA,83.12,0.81,8.95,有,
萬華區,房地(土地+建物)+車位,東園街151~180號,36.6,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第壹種商業區)。,,,1100208,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0921001,297.88,4,2,2,有,有,43000000,151595,坡道平面,30.72,2500000,,RPPNMLTJLHGGFBA27DA,161.04,0.0,15.95,有,
萬華區,房地(土地+建物),和平西路三段52巷1~30號,26.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1091231,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,64.8,2,2,1,有,無,9000000,138889,,0.0,0,其他增建;,RPTOMLOLKHGGFBA37DA,64.8,0.0,0.0,無,
萬華區,房地(土地+建物),西園路二段241~270號,149.0,都市：其他:第三之一種住宅區。,,,1091126,土地1建物1車位0,全,三層,透天厝,,加強磚造,,315.18,7,4,3,有,無,60000000,190367,,0.0,0,頂樓加蓋;,RPUNMLPLKHGGFBA47DA,315.18,0.0,0.0,無,
中正區,房地(土地+建物)+車位,中華路一段1~30號,8.92,都市：其他:第四種商業區。,,,1100203,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214,132.56,2,2,1,有,有,35000000,264031,塔式車位,12.02,0,,RPXOMLQLKHGGFBA97DA,70.8,0.49,6.84,有,062
萬華區,房地(土地+建物)+車位,西園路一段91~120號,15.38,都市：其他:第三種商業區。,,,1100129,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,181.54000000000002,3,2,2,有,有,24280000,152851,坡道平面,37.74,2300000,,RPWNMLTKKHGGFBA97DA,88.19,1.96,6.16,有,
大同區,車位,涼州街1~30號,0.32,都市：其他:第四種住宅區。,,,1080503,土地1建物1車位1,地下一層，地下二層,十五層,其他,停車空間,鋼筋混凝土造,1000318,39.379999999999995,0,0,0,有,有,2000000,,坡道平面,0.0,2000000,含土地增值稅或其他稅費;親友、員工、共有人或其他特殊關係間之交易;含租約;受債權債務關係影響或債務抵償;僅車位交易;,RPURMLTJLHGGFBA18DA,0.0,0.0,0.0,有,063
大同區,房地(土地+建物),長安西路181~210號,19.11,都市：其他:第三種商業區。,,,1100203,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751216,179.69,5,2,3,有,有,31300000,174189,,0.0,0,頂樓加蓋;,RPPOMLKKLHGGFBA56DA,151.08,0.0,13.56,有,
大同區,房地(土地+建物),民生西路121~150號,2.76,都市：其他:第三種商業區。,,,1100301,土地4建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670325,26.9,1,1,1,有,有,5010000,186245,,0.0,0,,RPQOMLKKLHGGFBA66DA,21.08,0.0,0.0,有,
文山區,房地(土地+建物),萬芳路31~60號,48.32,都市：其他:交通用地(公共設施用地)。78/4/3,,,1100121,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960921,96.83,3,2,2,有,有,16800000,173500,,0.0,0,,RPROMLSJLHGGFAA37DA,65.5,0.0,8.74,有,064
中正區,土地,公園段一小段181~210地號,24.78,都市：其他:聯合開發區(捷)。,,,1091120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59946100,2419132,,0.0,0,,RPPNMLMLJHGGFBA56DA,0.0,0.0,0.0,無,065
中正區,房地(土地+建物)+車位,臨沂街29巷1~30號,21.58,都市：其他:第三種住宅區。,,,1100123,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011122,123.32,2,1,1,有,有,27000000,218943,其他,0.0,2500000,天井增建雨遮增建陽台外推;其他增建;,RPPPMLPJKHGGFBA96DA,44.7,4.44,6.07,有,
萬華區,房地(土地+建物),西園路一段241~270號,78.0,都市：其他:道路用地(公共設施用地)。62/8/29,,,1100122,土地2建物1車位0,全,二層,透天厝,,磚造,,130.02,4,2,3,有,無,35380000,272112,,0.0,0,頂樓加蓋;其他增建;,RPRNMLSKKHGGFBA37DA,130.02,0.0,0.0,無,
中正區,車位,延平南路61~90號,0.6,都市：其他:第四種商業區。,,,1100108,土地1建物1車位1,,,其他,,,,29.04,0,0,0,有,有,1500000,,升降機械,29.04,1500000,僅車位交易;,RPRNMLLLJHGGFBA66DA,0.0,0.0,0.0,有,066
大同區,房地(土地+建物),承德路三段198巷1~30號,14.4,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆之壹種住宅區容積率依都市計畫書規定辦理)。,,,1091224,土地5建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690724,36.63,4,0,4,有,無,4400000,120120,,0.0,0,出售持分範圍親友、員工、共有人或其他特殊關係間之交易;未登記建物;,RPROMLSJKHGGFBA37DA,32.04,0.0,4.58,無,
中正區,房地(土地+建物)+車位,重慶南路二段61~90號,16.66,都市：其他:第三種住宅區。,,,1100117,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),多戶住宅,鋼骨鋼筋混凝土造,1090811,152.99,2,2,2,有,有,43000000,281064,坡道平面,38.35,0,,RPROMLKKLHGGFAA66DA,66.35,4.07,6.71,有,
文山區,房地(土地+建物)+車位,羅斯福路六段150巷1~30號,23.84,都市：其他:第三種住宅區。,,,1100204,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061106,168.3,3,2,2,有,有,34200000,203209,坡道平面,32.82,0,,RPUNMLLKLHGGFAA96DA,76.56,4.36,4.57,有,067
