鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鼓山區,房地(土地+建物),明倫路91~120號,30.25,都市：其他:第四種住宅區,,,1100121,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0760508,125.55,3,2,2,有,無,4450000,35444,,0.0,0,,RPWOMLLLJHGGFAE57DA,0.0,0.0,0.0,無,
前金區,房地(土地+建物)+車位,市中一路31~60號,33.6,都市：其他:第五種商業區,,,1090715,土地1建物1車位1,七層，八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820416,431.37,6,3,4,有,有,15500000,35932,坡道平面,0.0,0,陽台外推;,RPRNMLOLJHGGFAE27DA,276.45,37.0,0.0,有,
前金區,房地(土地+建物)+車位,中正四路91~120號,9.81,都市：其他:第五種商業區,,,1100130,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850506,117.27000000000001,2,2,2,有,有,5900000,50311,升降機械,0.0,0,,RPXOMLLJKHGGFAE57DA,73.52,1.24,0.0,有,0001
鼓山區,房地(土地+建物),雄峰路37巷31~60號,67.62,都市：其他:第三種住宅區。,,,1100124,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1020820,228.99,5,2,5,有,有,17080000,74588,,0.0,0,陽台外推;其他增建;,RPSNMLSJKHGGFAE67DA,200.38,28.61,0.0,無,0002
鼓山區,房地(土地+建物)+車位,中華一路247巷15弄31~60號,25.66,都市：其他:第五種住宅區,,,1100208,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790618,170.62,4,2,2,有,有,8200000,48060,坡道平面,0.0,0,,RPSNMLMLKHGGFAE27DA,104.22,8.39,0.0,有,0003
鹽埕區,建物,七賢三路241~270號,0.0,,,,1100204,土地0建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0750217,90.32,1,1,1,有,有,1050000,11625,,0.0,0,,RPSNMLMJLHGGFAE17DA,0.0,0.0,0.0,有,
鼓山區,房地(土地+建物),美術南三路91~120號,13.3,都市：其他:特定第五種住宅區,,,1100217,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930610,87.08,2,2,1,有,有,6300000,72347,,0.0,0,,RPQNMLNJLHGGFAE07DA,55.41,4.23,0.0,有,
前金區,房地(土地+建物),大同一路271~300號,4.17,都市：其他:第四種商業區,,,1100123,土地1建物1車位0,二十一層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,1070904,65.05000000000001,2,1,1,有,有,5950000,91468,,0.0,0,,RPXPMLOJLHGGFAE08DA,37.38,5.0,0.0,有,0004
鼓山區,房地(土地+建物)+車位,龍勝路61~90號,12.22,都市：其他:第四種商業區,,,1100201,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941213,123.72,3,2,2,有,有,8350000,67491,坡道機械,6.02,0,,RPPNMLSJLHGGFAE47DA,69.54,13.12,0.0,有,0005
鼓山區,房地(土地+建物)+車位,美術東七街91~120號,13.75,都市：其他:特定第四種商業區,,,1100125,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950220,146.78,3,2,2,有,有,10550000,71876,坡道平面,17.14,0,,RPXOMLSJLHGGFAE38DA,77.71,11.37,0.0,有,0006
鼓山區,房地(土地+建物)+車位,美術館路151~180號,12.82,都市：其他:特定第五種住宅區,,,1100115,土地1建物1車位2,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980428,99.52,3,2,3,有,有,12000000,120579,坡道平面,56.08,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLTJLHGGFAE67DA,51.2,6.31,0.0,有,
苓雅區,房地(土地+建物),武廟路119巷1~30號,7.08,都市：其他:第四種商業區,,,1100117,土地1建物1車位0,一層，二層,十層,華廈(10層含以下有電梯),,鋼筋混凝土造,0711105,54.05,1,3,1,有,有,6100000,112858,,0.0,0,,RPPNMLLLJHGGFBE86DA,0.0,0.0,0.0,有,
苓雅區,房地(土地+建物),福德一路1~30號,28.83,都市：其他:第四種住宅區,,,1100202,土地3建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0681217,73.23,2,1,1,有,無,6300000,86030,,0.0,0,其他                    ;,RPSOMLSJKHGGFBE87DA,73.23,0.0,0.0,無,
新興區,房地(土地+建物),七賢一路391~420號,15.78,都市：其他:第五種商業區,,,1100126,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0701005,169.06,3,2,2,有,有,7900000,46729,,0.0,0,,RPOOMLTKKHGGFBE67DA,144.23,0.0,0.0,有,
苓雅區,土地,正昌段601~630地號,1.06,都市：其他:道路用地,,,1100305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30000,28302,,0.0,0,包含公共設施保留地用地;,RPUNMLPJLHGGFBE77DA,0.0,0.0,0.0,無,
新興區,房地(土地+建物),六合一路91~120號,15.37,都市：其他:第五種商業區,,,1100130,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0700815,153.14,4,2,2,有,有,4700000,30691,,0.0,0,,RPPOMLSJLHGGFBE67DA,0.0,0.0,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,9.97,都市：其他:第三種特定商業專用區,,,1091225,土地3建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,121.0,2,2,1,有,有,7450000,61570,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPQNMLMJJHGGFCE96DA,52.38,5.62,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,8.67,都市：其他:第三種特定商業專用區,,,1091230,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,93.76,2,2,1,有,有,5850000,62393,坡道機械,16.31,0,1.建物格局採開放式彈性設計,RPSPMLPJJHGGFCE67DA,44.06,6.36,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,9.97,都市：其他:第三種特定商業專用區,,,1100101,土地3建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,121.0,2,2,1,有,有,7330000,60579,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPQNMLKKJHGGFCE86DA,52.38,5.62,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,15.4,都市：其他:第三種特定商業專用區,,,1100110,土地3建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,169.2,3,2,2,有,有,10980000,64894,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPVNMLKKJHGGFCE37DA,77.89,11.59,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,15.4,都市：其他:第三種特定商業專用區,,,1100104,土地3建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,169.2,3,2,2,有,有,10770000,63652,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPVOMLLKJHGGFCE57DA,77.89,11.59,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,9.97,都市：其他:第三種特定商業專用區,,,1100108,土地3建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,121.0,2,2,1,有,有,7150000,59091,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPPQMLOKJHGGFCE47DA,52.38,5.62,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,14.77,都市：其他:第三種特定商業專用區,,,1100103,土地3建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,163.64999999999998,3,2,2,有,有,10450000,63856,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPUOMLPKJHGGFCE87DA,74.27,11.61,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,14.15,都市：其他:第三種特定商業專用區,,,1100111,土地3建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,158.36,3,2,2,有,有,10040000,63400,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPUOMLTKJHGGFCE28DA,70.01,12.39,0.0,有,
前鎮區,房地(土地+建物),光華三路241~270號,8.44,都市：其他:第四種商業區,,,1100122,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950302,85.5,2,2,1,有,有,5460000,63860,,0.0,0,,RPXOMLMLJHGGFCE97DA,50.96,6.1,0.0,有,
前鎮區,房地(土地+建物)+車位,育群街1~30號,15.4,都市：其他:第三種特定商業專用區,,,1100123,土地3建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091120,169.20999999999998,3,2,2,有,有,10850000,64122,坡道平面,31.92,0,1.建物格局採開放式彈性設計,RPVOMLQLJHGGFCE18DA,77.9,11.59,0.0,有,
小港區,房地(土地+建物),松青街91~120號,76.16,都市：其他:第二種住宅區,,,1100119,土地2建物1車位0,全,四層,透天厝,集合住宅,鋼筋混凝土,1080904,175.72,5,2,3,有,有,12100000,68860,,0.0,0,,RPWOMLNJKHGGFCE87DA,161.58,14.14,0.0,無,
前鎮區,房地(土地+建物),一心二路181~210號,2.82,都市：其他:第四種商業區,,,1100205,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831001,48.54,1,1,1,有,有,2500000,51504,,0.0,0,,RPROMLPJKHGGFCE57DA,21.43,12.25,0.0,有,
前鎮區,房地(土地+建物)+車位,復興三路241~270號,24.37,都市：其他:第四種住宅區,,,1100207,土地2建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1020129,237.05,4,2,2,有,有,16600000,70027,坡道平面,69.06,0,,RPQNMLNLKHGGFCE37DA,96.4,15.86,0.0,有,0007
前鎮區,房地(土地+建物),鎮海八街31~60號,65.55,都市：其他:第三種住宅區。,,,1100208,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950227,140.01,6,2,4,有,無,12000000,85708,,0.0,0,,RPUOMLQLKHGGFCE18DA,106.71,33.3,0.0,無,
前鎮區,房地(土地+建物),廣東三街438巷1~30號,27.67,都市：其他:第三種住宅區。,,,1100131,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700526,79.3,3,2,2,有,無,3850000,48550,,0.0,0,,RPUOMLNJLHGGFCE77DA,79.3,0.0,0.0,無,
小港區,土地,中厝段31~60地號,747.0,都市：其他:道路用地,,,1100225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5200000,6961,,0.0,0,包含公共設施保留地用地;,RPPOMLOJLHGGFCE37DA,0.0,0.0,0.0,無,
前鎮區,房地(土地+建物),瑞和街280巷1~30號,45.0,都市：其他:第三種住宅區。,,,1100128,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0600220,67.18,5,2,2,有,無,6600000,98244,,0.0,0,陽台外推;頂樓加蓋;夾層;其他增建;,RPOPMLOJLHGGFCE37DA,67.18,0.0,0.0,無,0008
小港區,房地(土地+建物)+車位,鳳德街151~180號,25.58,都市：其他:第二種特定商業專用區,,,1100118,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831224,131.56,3,2,2,有,無,4380000,33293,坡道機械,0.0,0,,RPPPMLPJLHGGFCE57DA,83.0,11.73,0.0,有,
前鎮區,房地(土地+建物),瑞賢街50巷1~30號,64.0,都市：其他:第三種住宅區。,,,1091230,土地1建物1車位0,全,二層,透天厝,,鋼筋混凝土造,0760622,111.17,5,2,3,有,無,7400000,66565,,0.0,0,其他增建;,RPPNMLSJLHGGFCE67DA,0.0,0.0,0.0,無,0009
小港區,房地(土地+建物),松山街16巷31~60號,24.33,都市：其他:第三種住宅區。,,,1100225,土地1建物1車位0,全,二層,透天厝,,加強磚造,0681121,23.18,6,2,3,有,無,2000000,86281,,0.0,0,僅出售1/3持分。，,RPRNMLSJLHGGFCE87DA,23.18,0.0,0.0,無,0010
前鎮區,房地(土地+建物),明正二街1~30號,66.86,都市：其他:第三種住宅區。,,,1100127,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0640516,115.8,2,1,3,有,無,5000000,43178,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQOMLSJLHGGFCE87DA,115.8,0.0,0.0,無,
小港區,房地(土地+建物),福利路121~150號,31.1,都市：其他:第三種住宅區。,,,1100206,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780822,116.63,3,2,2,有,無,3250000,27866,,0.0,0,,RPPPMLSJLHGGFCE87DA,90.28,11.66,0.0,無,
小港區,房地(土地+建物),松信路48巷31~60號,82.43,都市：其他:第三種住宅區。,,,1091228,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0930922,192.58,4,2,3,有,無,7500000,38945,,0.0,0,含傢俱設備費;,RPWNMLTJLHGGFCE48DA,162.43,30.15,0.0,無,
三民區,房地(土地+建物),天祥一路159巷1~30號,7.21,都市：其他:第四種住宅區,,,1100201,土地2建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960430,24.32,1,1,1,有,有,1600000,65789,,0.0,0,陽台外推;,RPQOMLLJKHGGFDE17DA,13.26,4.76,0.0,有,
三民區,房地(土地+建物),鼎力路267巷5弄61~90號,8.22,都市：其他:第四種住宅區,,,1100131,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0800412,43.489999999999995,1,0,1,有,有,1700000,39089,,0.0,0,,RPXNMLRKKHGGFDE48DA,0.0,0.0,0.0,有,
三民區,房地(土地+建物),鼎貴路1~30號,9.87,都市：其他:第四種住宅區,,,1100206,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950322,29.259999999999998,1,1,1,有,有,1695000,57929,,0.0,0,,RPWNMLSKKHGGFDE48DA,20.25,0.0,0.0,有,
三民區,房地(土地+建物),覺民路481~510號,18.61,都市：其他:第四種商業區,,,1100121,土地1建物1車位0,一層，二層，三層，騎樓,二十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0860729,246.23999999999998,3,2,3,有,有,22560000,91618,,0.0,0,,RPOOMLMLKHGGFDE27DA,240.39,0.0,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.73,都市：其他:第四種商業區,,,1060413,土地1建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,72.27,1,2,1,有,有,4080000,56455,,0.0,0,,RPSPMLPLKHGGFDE08DA,40.43,6.55,0.0,有,
三民區,房地(土地+建物),鼎新路199巷1~30號,1.81,都市：其他:第四種商業區,,,1100226,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970514,19.259999999999998,1,1,1,有,有,950000,49325,,0.0,0,夾層;,RPQOMLQLKHGGFDE87DA,10.25,0.6,0.0,有,0011
三民區,房地(土地+建物),建興路365巷1~30號,4.65,都市：其他:第四種商業區,,,1060217,土地1建物1車位0,十六層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,70.88,1,2,1,有,有,4280000,60384,,0.0,0,,RPQNMLRLKHGGFDE87DA,39.66,6.42,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.28,都市：其他:第四種商業區,,,1081023,土地1建物1車位0,十層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,65.63,1,2,1,有,有,3700000,56377,,0.0,0,,RPRNMLRLKHGGFDE97DA,39.0,3.66,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.26,都市：其他:第四種商業區,,,1080626,土地1建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,65.36,1,2,1,有,有,3880000,59364,,0.0,0,,RPSNMLRLKHGGFDE08DA,39.82,2.69,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.75,都市：其他:第四種商業區,,,1060703,土地1建物1車位0,十二層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,72.69,1,2,1,有,有,4180000,57504,,0.0,0,,RPTNMLRLKHGGFDE18DA,40.43,6.85,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.74,都市：其他:第四種商業區,,,1060219,土地1建物1車位1,十六層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,87.41999999999999,1,2,1,有,有,5050000,48430,坡道平面,15.15,1550000,,RPWOMLRLKHGGFDE58DA,40.43,6.55,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.65,都市：其他:第四種商業區,,,1081213,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,86.03,1,2,1,有,有,5300000,52906,坡道平面,15.15,1550000,,RPXOMLRLKHGGFDE68DA,39.66,6.42,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,5.33,都市：其他:第四種商業區,,,1060812,土地1建物1車位0,十層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,81.39,2,2,1,有,有,4680000,57501,,0.0,0,,RPOPMLRLKHGGFDE87DA,48.74,4.18,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.65,都市：其他:第四種商業區,,,1060308,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,86.03,1,2,1,有,有,5100000,47263,坡道平面,15.15,1750000,,RPPPMLRLKHGGFDE97DA,39.66,6.42,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.73,都市：其他:第四種商業區,,,1051008,土地1建物1車位0,七層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,72.27,1,2,1,有,有,3850000,53272,,0.0,0,,RPSPMLRLKHGGFDE28DA,40.43,6.55,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.54,都市：其他:第四種商業區,,,1061115,土地1建物1車位0,二十三層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,69.72,1,2,1,有,有,4700000,67413,,0.0,0,,RPTPMLRLKHGGFDE38DA,41.62,3.66,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.26,都市：其他:第四種商業區,,,1080124,土地1建物1車位0,十三層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,65.36,1,2,1,有,有,3880000,59364,,0.0,0,,RPUPMLRLKHGGFDE48DA,39.82,2.69,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.75,都市：其他:第四種商業區,,,1061102,土地1建物1車位0,十七層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,72.61,1,2,1,有,有,4680000,64454,,0.0,0,,RPOQMLRLKHGGFDE97DA,40.43,6.77,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.28,都市：其他:第四種商業區,,,1060331,土地1建物1車位1,十八層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,80.78,1,2,1,有,有,5000000,52567,坡道平面,15.15,1550000,,RPRQMLRLKHGGFDE28DA,39.0,3.66,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.54,都市：其他:第四種商業區,,,1060826,土地1建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,69.72,1,2,1,有,有,4280000,61388,,0.0,0,,RPSQMLRLKHGGFDE38DA,41.62,3.66,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,9.89,都市：其他:第四種商業區,,,1080628,土地1建物1車位1,十九層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,153.68,2,2,2,有,有,9300000,54501,坡道平面,15.15,1750000,,RPTQMLRLKHGGFDE48DA,67.83,22.19,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,9.89,都市：其他:第四種商業區,,,1060219,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,153.68,2,2,2,有,有,8270000,48509,坡道平面,15.15,1550000,,RPUQMLRLKHGGFDE58DA,67.83,22.19,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.26,都市：其他:第四種商業區,,,1051216,土地1建物1車位1,十八層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,80.50999999999999,1,2,1,有,有,5000000,52785,坡道平面,15.15,1550000,,RPVQMLRLKHGGFDE68DA,39.82,2.69,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.26,都市：其他:第四種商業區,,,1090511,土地1建物1車位0,十九層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,65.36,1,2,1,有,有,4300000,65789,,0.0,0,,RPWQMLRLKHGGFDE78DA,39.82,2.69,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.48,都市：其他:第四種商業區,,,1090207,土地1建物1車位0,二層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,68.17,1,2,1,有,有,3830000,56183,,0.0,0,,RPXQMLRLKHGGFDE88DA,37.49,6.85,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.73,都市：其他:第四種商業區,,,1080809,土地1建物1車位0,十一層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,72.27,1,2,1,有,有,3980000,55071,,0.0,0,,RPQNMLLJLHGGFDE17DA,40.43,6.55,0.0,有,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,5.74,都市：其他:第四種商業區,,,1051030,土地1建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,87.41999999999999,1,2,1,有,有,5080000,47461,坡道平面,15.15,1650000,,RPWNMLLJLHGGFDE77DA,40.43,6.55,0.0,有,
三民區,房地(土地+建物),建興路365巷1~30號,4.54,都市：其他:第四種商業區,,,1051218,土地1建物1車位0,十層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,69.72,1,2,1,有,有,3880000,55651,,0.0,0,,RPPOMLLJLHGGFDE17DA,41.62,3.66,0.0,有,
三民區,土地,水源段1141~1170地號,7.7,都市：其他:道路用地,,,1100228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,110880,14400,,0.0,0,包含公共設施保留地用地;,RPQOMLLJLHGGFDE27DA,0.0,0.0,0.0,無,
三民區,土地,水源段1141~1170地號,7.6,都市：其他:道路用地,,,1100228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,109440,14400,,0.0,0,包含公共設施保留地用地;,RPROMLLJLHGGFDE37DA,0.0,0.0,0.0,無,
三民區,土地,水源段1141~1170地號,7.86,都市：其他:道路用地,,,1100228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,113184,14400,,0.0,0,包含公共設施保留地用地;,RPSOMLLJLHGGFDE47DA,0.0,0.0,0.0,無,
三民區,房地(土地+建物)+車位,建興路365巷1~30號,6.33,都市：其他:第四種商業區,,,1100124,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,97.03,2,2,1,有,有,7570000,75598,坡道平面,15.15,1380000,,RPXPMLNJLHGGFDE28DA,48.74,4.18,0.0,有,
三民區,房地(土地+建物),建興路331~360號,5.55,都市：其他:第四種商業區,,,1060928,土地1建物1車位0,十一層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091102,84.95,1,2,1,有,有,4800000,56504,,0.0,0,,RPVQMLNJLHGGFDE18DA,39.55,15.71,0.0,有,
三民區,房地(土地+建物),民族一路424巷1~30號,23.01,都市：其他:第五種商業區,,,1100208,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0691106,82.42,4,2,2,有,無,2800000,33972,,0.0,0,,RPVNMLSJLHGGFDE38DA,76.23,6.19,0.0,無,
三民區,房地(土地+建物),自立一路271~300號,3.52,都市：其他:第五種商業區,,,1100221,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0700321,34.519999999999996,1,1,1,有,有,1450000,42005,,0.0,0,,RPSPMLSJLHGGFDE28DA,27.2,0.0,0.0,有,0012
三民區,房地(土地+建物),德山街35巷1~30號,16.35,都市：其他:第二種商業區,,,1100225,土地4建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0800619,123.97,3,2,2,有,有,5100000,41139,,0.0,0,,RPVPMLSJLHGGFDE58DA,0.0,0.0,0.0,有,0013
三民區,房地(土地+建物),正忠路61~90號,3.82,都市：其他:第四種商業區,,,1100209,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821120,37.66,0,0,0,無,有,1780000,47265,,0.0,0,,RPPNMLTJLHGGFDE87DA,19.4,7.26,0.0,有,0014
三民區,房地(土地+建物),鼎金後路421~450號,13.1,都市：其他:第四種住宅區,,,1100206,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030409,100.62,2,2,1,有,有,6850000,68078,,0.0,0,標的物有裝潢含裝潢費;,RPSNMLTJLHGGFDE18DA,60.75,5.98,0.0,有,0015
三民區,房地(土地+建物),愛國路91~120號,3.18,都市：其他:第三種住宅區。,,,1100228,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0950726,15.690000000000001,1,1,1,有,有,880000,56087,,0.0,0,含傢俱設備費;親友、員工、共有人或其他特殊關係間之交易;,RPOOMLTJLHGGFDE87DA,6.55,2.11,0.0,有,0016
三民區,房地(土地+建物),修武街31~60號,3.13,都市：其他:第四種商業區,,,1100228,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850625,31.17,1,0,1,有,有,1330000,42669,,0.0,0,,RPPOMLTJLHGGFDE97DA,21.51,0.6,0.0,有,
